采购项目名称	预算金额	行政区域	网址
2018年中国科学院水生生物研究所科研仪器设备采购项目（第三批）公开招标公告	￥824.000000万元（人民币）	北京市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201811/t20181108_11065109.htm
广州海事局海巡船舶运行服务外包项目公开招标公告	￥1286.000000万元（人民币）	广州市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181122_11166501.htm
异常版面，需手动标注	异常版面，需手动标注	异常版面，需手动标注	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181116_11122495.htm
中国人民解放军海军大连舰艇学院多船舶航行操纵控制设备公开招标公告	￥51.180000万元（人民币）	辽宁省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201812/t20181224_11411746.htm
三沙市琼沙3号轮-琼沙3号轮进厂大修-公开招标公告	￥538.843577万元（人民币）	三沙市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180929_10802489.htm
广西真诚工程咨询有限公司关于广西合浦县南流江河道采砂堆放劳务公开招标公告【备案编号：（服务类）2018223】	￥0.000000万元（人民币）	合浦县	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201810/t20181029_10984607.htm
滦南县水产局海洋渔船通导与救生设备招标公告	￥139.750000万元（人民币）	滦南县	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201810/t20181018_10912157.htm
广西国泰招标咨询有限公司生活垃圾回收船采购（重）(GTAZA1G2018374-1)公开招标公告	￥0.000000万元（人民币）	广西壮族自治区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201812/t20181205_11279307.htm
异常版面，需手动标注	异常版面，需手动标注	异常版面，需手动标注	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181121_11160700.htm
珠海市公安边防支队“公边44210艇”主机维修项目公开招标公告	￥68.706298万元（人民币）	香洲区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181107_11058551.htm
广西科联招标中心关于两江四湖常规动力豪华游船采购项目（KLGLG20181071）招标公告	￥314.000000万元（人民币）	桂林市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201810/t20181026_10976338.htm
厦门万翔同实业有限公司厦门港湾-港湾采购招【2018】gk11号-公开招标=生产用砂原砂开采及运输招标公告	￥10650.000000万元（人民币）	翔安区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180929_10802581.htm
漯河市地方海事局巡逻艇采购项目竞争性谈判公告	￥0.000000万元（人民币）	漯河市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181116_11122064.htm
云之龙招标集团有限公司藤县内陆50吨级渔政趸船建造及附属设施采购WZZC2018-G1-30005-YZLW（重）公开招标公告	￥392.100000万元（人民币）	梧州市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201812/t20181224_11409390.htm
中国科学院深海科学与工程研究所船舶租赁服务采购项目公开招标公告	￥600.000000万元（人民币）	三亚市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201810/t20181017_10911335.htm
广州市越秀区城市管理局跨区河涌越秀段水域保洁项目公开招标公告	￥575.687600万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201812/t20181205_11277689.htm
滨州港“滨港拖8”拖轮代管及租赁服务采购公开招标公告	详见公告正文	滨州市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181121_11160378.htm
广州市公安局2018-2020年度船舶定点维修服务项目（重招）（采购项目编号：GZCQC1800FG06012）招标公告	￥140.000000万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181107_11057439.htm
广东省珠海万山海洋开发试验区管理委员会珠海万山海洋开发试验区管理委员会经济发展局执法快船采购项目公开招标公告	￥800.000000万元（人民币）	珠海市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201812/t20181224_11406709.htm
鹏城实验室近场雷达(含雷达工控机)、视频监视设备、AIS设备(船舶自动识别系统设备)、ADS-B设备(广播式自动相关监视设备)、环境感知设备、电磁信息监测设备采购项目公开招标公告	￥297.000000万元（人民币）	深圳市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181115_11119129.htm
中国海警局东海分局筹备组中国海警2337舰2018年特检修理项目公开招标公告	￥208.707200万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201810/t20181017_10910345.htm
交通运输部海事局海事监管信息系统功能完善应用项目02包船员系统升级完善公开招标公告	￥168.800000万元（人民币）	北京市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201809/t20180928_10794866.htm
沙县生态综合执法局公务执法巡逻艇采购项目招标公告	￥64.000000万元（人民币）	沙县	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201812/t20181205_11277672.htm
中华人民共和国温州海关关于温州海关涉案船舶保管企业采购公开招标公告	￥150.000000万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181121_11159994.htm
大连海事大学船舶智能航行与感知实时半实物仿真平台采购公开招标公告	￥100.000000万元（人民币）	辽宁省	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201810/t20181026_10975543.htm
武胜县嘉陵水务服务有限公司武胜县城取水口迁建取水设施设备浮坞泵站采购项目公开招标公告	￥700.000000万元（人民币）	武胜县	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181107_11054275.htm
广西建通工程咨询有限责任公司关于船舶驾驶技术实训中心建设项目（采购编号：LZG18-979）公开招标公告	￥250.000000万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201812/t20181221_11395592.htm
国家海洋局南海分局向阳红14船载操控支撑设备升级维修工程招标公告	￥162.000000万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181115_11118864.htm
中国海警局东海分局筹备组向阳红28船坞检工程项目公开招标公告	￥180.000000万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201810/t20181017_10910162.htm
交通运输部海事局海事监管信息系统功能完善应用项目01包海事船舶安全监督管理系统升级完善公开招标公告	￥118.000000万元（人民币）	北京市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201809/t20180928_10794748.htm
江西邦惠工程造价咨询有限责任公司关于九江市国有企业“三供一业”供水分离移交项目（招标编号：JXBH-2018-JJ038）公开招标采购公告公开招标公告	￥26.6509068万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201812/t20181205_11277267.htm
白云区4条河涌（石井河、白云新城排渠、海口涌、新市涌）水面保洁服务项目公开招标公告	￥736.912840万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181121_11158909.htm
福州港政3号船舶维修项目公开招标公告	￥17.000000万元（人民币）	福建省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201810/t20181026_10974212.htm
交通运输部北海航海保障中心天津航标处天津航标处大沽灯塔值守维护项目公开招标公告	￥87.000000万元（人民币）	天津市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201811/t20181107_11052403.htm
乐亭县水产中心海洋渔船救生设备更新采购项目（三次）招标公告	￥288.486000万元（人民币）	乐亭县	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201812/t20181221_11393104.htm
2018年海安航道维护疏浚施工船舶租赁服务项目（GZSW18171FG4042）招标公告	￥280.000000万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181115_11117641.htm
中国海警局东海分局筹备组中国海警2151坞检工程项目公开招标公告	￥240.000000万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201810/t20181017_10909991.htm
广东省渔政总队直属一支队执法船艇维修定点服务采购项目中标公告【采购编号：PZH018A051 】	￥0.000000万元（人民币）	汕头市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180928_10793415.htm
吉林市地方海事局购置船舶防污染应急物资项目公开招标公告	￥27.500000万元（人民币）	吉林市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201812/t20181205_11275541.htm
福建省湄洲湾港口管理局闽交执法湄01船2018年度坞修服务类采购项目招标公告	￥19.000000万元（人民币）	福建省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201810/t20181026_10973983.htm
宁波市海洋与渔业执法支队船舶维修及加装项目的采购公告	￥255.000000万元（人民币）	宁波市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181121_11157270.htm
中国海警3501船2018年坞检修理项目（项目编号：0724-1801D20N3060）公开招标公告	￥448.350000万元（人民币）	广州市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181106_11048039.htm
柳州市交通船舶驾驶技术实训中心建设项目公开招标公告	￥250.000000万元（人民币）	城中区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201812/t20181221_11392623.htm
南宁市水路建设养护中心生活垃圾回收船采购公开招标公告	￥360.000000万元（人民币）	广西壮族自治区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181114_11110401.htm
广西金算子建设工程咨询有限公司50吨级渔政趸船项目公开招标公告	￥345.000000万元（人民币）	广西壮族自治区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201810/t20181017_10904593.htm
广东省渔政总队直属一支队中国海监9020船坞修工程定点维修服务采购项目中标公告【采购编号：PZH018A052 】	￥0.000000万元（人民币）	汕头市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180928_10793417.htm
北京市密云水库管理处更新密云水库环保动力工作船-北京一号船公开招标公告	￥2239.610000万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201812/t20181204_11268682.htm
遵化市境内水库水面垃圾清理设备购置项目招标公告	￥370.000000万元（人民币）	遵化市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181121_11157067.htm
交通运输部南海航海保障中心海口航标处海口航标处船舶运行服务外包项目公开招标公告	￥507.300000万元（人民币）	海南省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201810/t20181025_10970340.htm
广西建通工程咨询有限责任公司关于船舶驾驶技术实训中心项目设备采购（采购编号：LZG18-852）公开招标公告	￥250.000000万元（人民币）	柳州市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181106_11047625.htm
中国海监第七支队中国海警3174船2018年特检修理项目公开招标公告	￥477.244500万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201810/t20181017_10904032.htm
海事船舶检验管理信息系统升级建设项目采购公告	￥261.980000万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181114_11110290.htm
海南海警一支队-海南海警一支队2018年船艇备品配件采购项目(B)包-公开招标公告	￥35.000000万元（人民币）	市辖区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180928_10791388.htm
国家海洋局南海调查技术中心（广州三海海洋工程勘察设计中心）2019年度船舶租赁服务入围项目招标公告	￥0.000000万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201812/t20181220_11389113.htm
国家海洋局东海分局船舶备品备件采购项目公开招标公告	￥200.000000万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201811/t20181120_11152725.htm
黄骅港引航站引航艇及趸船劳务服务采购项目（二次）公开招标公告	￥402.439814万元（人民币）	黄骅市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201812/t20181204_11264083.htm
中华人民共和国惠州海事局惠州市防治船舶污染内河水域应急物资设备库第一期建设项目公开招标公告	￥724.000000万元（人民币）	惠州市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201810/t20181025_10969533.htm
四艘船舶坞内检验维修(18C1919)采购公告	￥50.000000万元（人民币）	重庆市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181105_11042819.htm
海南海警一支队-海南海警一支队2018年船艇备品配件采购项目(A)包-公开招标公告	￥60.000000万元（人民币）	美兰区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201809/t20180928_10791366.htm
南平市水路运输管理处《南平市防治船舶及其有关作业活动污染水域环境应急能力建设规划》服务类采购项目招标公告	￥36.000000万元（人民币）	南平市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181114_11109735.htm
长江航道局机务管理船载系统升级改造工程公开招标公告	￥1600.000000万元（人民币）	湖北省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201810/t20181016_10903049.htm
重庆市涪陵渔政公务趸船采购（第二次）(18A0452，18A0514)采购公告	￥332.000000万元（人民币）	涪陵区	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201812/t20181220_11387069.htm
中国水产科学研究院东海水产研究所、中国水产科学研究院黄海水产研究所中国水产科学研究院海洋渔业综合科学调查船设备采购项目公开招标公告	￥246.000000万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201811/t20181120_11153034.htm
中华人民共和国惠州海事局惠州市防治船舶污染内河水域应急物资设备库第一期建设项目公开招标公告	￥724.000000万元（人民币）	广东省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201810/t20181025_10968461.htm
广西宾阳县祥泰投资有限公司宾阳县古辣稻花香里旅游区提升改造一期工程总承包--监理公开招标公告	￥0.015693万元（人民币）	宾阳县	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201812/t20181204_11263156.htm
监测中心现场监测设备采购(18A4721)采购公告	￥249.000000万元（人民币）	重庆市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201811/t20181105_11042766.htm
中国海监第四支队船舶润滑油等采购项目公开招标公告	￥43.000000万元（人民币）	宁波市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201811/t20181114_11109135.htm
河北海事局曹妃甸船舶交通管理系统改扩建工程视频监控、气象采集、支持保障等子系统采购国内公开招标项目招标公告（二次）	￥333.880000万元（人民币）	秦皇岛市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201809/t20180927_10789570.htm
长江武汉航道局2019年基本支出常规船舶维修采购框架项目公开招标公告	￥944.400000万元（人民币）	武汉市	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201812/t20181218_11369677.htm
海关总署物资装备采购中心海关总署2018年电子口岸信息系统升级改造项目（一期）开发服务采购项目公开招标公告	￥4456.000000万元（人民币）	北京市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201810/t20181016_10902171.htm
中国水产科学研究院东海水产研究所、中国水产科学研究院黄海水产研究所中国水产科学研究院海洋渔业综合科学调查船设备采购项目公开招标公告	￥74.000000万元（人民币）	上海市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201811/t20181120_11152956.htm
吉林省渔政渔港监督管理站2018年内陆渔政执法快艇购置项目公开招标公告	￥265.000000万元（人民币）	吉林省	http://www.ccgp.gov.cn/cggg/dfgg/gkzb/201812/t20181203_11255091.htm
国家海洋局南海分局船队船员劳务派遣和船舶管理服务项目公开招标公告	￥1615.200000万元（人民币）	广州市	http://www.ccgp.gov.cn/cggg/zygg/gkzb/201810/t20181024_10961684.htm
